2017, 07, 06, 08, 42, 07.093392, TCP, "Reset outside window", 172.16.0.12, 8081, 81.252.154.253, 43819,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 06, 08, 43, 09.526869, TCP, "Reset outside window", 172.16.0.12, 8081, 66.102.6.129, 62949,  United States,  California,  Mountain View,  94043,  37.419201,  -122.057404
2017, 07, 06, 10, 29, 38.678305, none, "(spp_sdf) SDF Combination Alert", 46.105.191.77, none, 172.16.0.3, none,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 06, 10, 30, 06.106015, none, "(spp_sdf) SDF Combination Alert", 50.240.103.34, none, 172.16.0.3, none,  United States,  Tennessee,  Knoxville,  37902,  35.960602,  -83.920700
2017, 07, 06, 10, 30, 55.861740, none, "(spp_sdf) SDF Combination Alert", 128.101.240.215, none, 172.16.0.3, none,  United States,  Minnesota,  Minneapolis,  55414,  44.975899,  -93.216599
2017, 07, 06, 10, 36, 14.719165, none, "(spp_sdf) SDF Combination Alert", 194.8.197.22, none, 172.16.0.252, none,  Germany,  N/A,  N/A,  N/A,  51.000000,  9.000000
2017, 07, 06, 10, 43, 33.559958, none, "(portscan) TCP Portsweep", 172.16.0.4, none, 64.6.100.177, none,  United States,  California,  San Diego,  92117,  32.818298,  -117.196602
2017, 07, 06, 10, 44, 03.884481, none, "(spp_sdf) SDF Combination Alert", 155.98.64.87, none, 172.16.0.4, none,  United States,  Utah,  Salt Lake City,  84108,  40.785500,  -111.736702
2017, 07, 06, 10, 45, 17.931161, none, "(spp_sdf) SDF Combination Alert", 155.98.64.87, none, 172.16.0.4, none,  United States,  Utah,  Salt Lake City,  84108,  40.785500,  -111.736702
2017, 07, 06, 11, 04, 52.692604, none, "(spp_sdf) SDF Combination Alert", 91.189.88.149, none, 172.16.0.4, none,  United Kingdom,  N/A,  N/A,  N/A,  51.500000,  -0.130000
2017, 07, 06, 11, 30, 53.829989, TCP, "Reset outside window", 172.16.0.12, 8081, 195.35.73.183, 12573,  Germany,  N/A,  N/A,  N/A,  51.000000,  9.000000
