2017, 08, 12, 02, 00, 54.383944, TCP, "HoneyPot SMTP Port 25 Hit", 13.88.20.155, 1984, 172.16.0.4, 25,  United States,  California,  San Jose,  95141,  37.338799,  -121.891403
2017, 08, 12, 02, 00, 54.436655, TCP, "HoneyPot SMTP Port 25 Hit", 13.88.20.155, 1984, 172.16.0.4, 25,  United States,  California,  San Jose,  95141,  37.338799,  -121.891403
2017, 08, 12, 02, 00, 54.523755, TCP, "HoneyPot SMTP Port 25 Hit", 13.88.20.155, 1984, 172.16.0.4, 25,  United States,  California,  San Jose,  95141,  37.338799,  -121.891403
2017, 08, 12, 02, 00, 54.539553, TCP, "HoneyPot SMTP Port 25 Hit", 13.88.20.155, 1984, 172.16.0.4, 25,  United States,  California,  San Jose,  95141,  37.338799,  -121.891403
2017, 08, 12, 02, 00, 54.617650, TCP, "HoneyPot SMTP Port 25 Hit", 13.88.20.155, 1984, 172.16.0.4, 25,  United States,  California,  San Jose,  95141,  37.338799,  -121.891403
2017, 08, 12, 02, 00, 54.649422, TCP, "HoneyPot SMTP Port 25 Hit", 13.88.20.155, 1984, 172.16.0.4, 25,  United States,  California,  San Jose,  95141,  37.338799,  -121.891403
2017, 08, 12, 02, 00, 54.727018, TCP, "HoneyPot SMTP Port 25 Hit", 13.88.20.155, 1984, 172.16.0.4, 25,  United States,  California,  San Jose,  95141,  37.338799,  -121.891403
2017, 08, 12, 02, 00, 54.758260, TCP, "HoneyPot SMTP Port 25 Hit", 13.88.20.155, 1984, 172.16.0.4, 25,  United States,  California,  San Jose,  95141,  37.338799,  -121.891403
2017, 08, 12, 02, 00, 54.812329, TCP, "HoneyPot SMTP Port 25 Hit", 13.88.20.155, 1984, 172.16.0.4, 25,  United States,  California,  San Jose,  95141,  37.338799,  -121.891403
2017, 08, 12, 02, 00, 54.868220, TCP, "HoneyPot SMTP Port 25 Hit", 13.88.20.155, 1984, 172.16.0.4, 25,  United States,  California,  San Jose,  95141,  37.338799,  -121.891403
