07/02/17-04:07:53.661372 ,TCP,"Reset outside window",172.16.0.12,8081,82.37.111.222,53924
07/02/17-04:07:55.432769 ,TCP,"Reset outside window",172.16.0.12,8081,82.37.111.222,53944
07/02/17-04:07:56.255066 ,TCP,"Reset outside window",172.16.0.12,8081,82.37.111.222,53961
07/02/17-04:07:58.176635 ,TCP,"Reset outside window",172.16.0.12,8081,82.37.111.222,53986
07/02/17-04:08:00.170139 ,TCP,"Reset outside window",172.16.0.12,8081,82.37.111.222,54006
07/02/17-04:08:02.190999 ,TCP,"Reset outside window",172.16.0.12,8081,82.37.111.222,54042
07/02/17-04:08:06.175238 ,TCP,"Reset outside window",172.16.0.12,8081,82.37.111.222,54082
07/02/17-04:08:08.072955 ,TCP,"Reset outside window",172.16.0.12,8081,82.37.111.222,54106
07/02/17-04:08:09.119037 ,TCP,"Reset outside window",172.16.0.12,8081,82.37.111.222,54129
07/02/17-04:15:56.241780 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,34615
07/02/17-04:15:59.489941 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,36717
07/02/17-04:16:01.304153 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,47372
07/02/17-04:16:03.185730 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,47658
07/02/17-04:16:04.968052 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,43116
07/02/17-04:16:05.785327 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,33558
07/02/17-04:16:07.784151 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,41482
07/02/17-04:16:09.783220 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,36398
07/02/17-04:16:11.779132 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,40550
07/02/17-04:16:12.354713 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,36420
07/02/17-04:16:13.764153 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,34824
07/02/17-04:16:15.790864 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,35706
07/02/17-04:16:17.732541 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,43018
07/02/17-04:16:19.665044 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,35406
07/02/17-04:16:21.531643 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,41009
07/02/17-04:16:23.611699 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,45918
07/02/17-04:16:24.644731 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,37728
07/02/17-04:16:25.558889 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,46599
07/02/17-04:16:27.511184 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,40012
07/02/17-04:16:29.280812 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,43029
07/02/17-04:16:31.777698 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,48498
07/02/17-04:16:33.770553 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,40205
07/02/17-04:16:35.784721 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,44382
07/02/17-04:16:37.740451 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,44089
07/02/17-04:16:39.786800 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,46171
07/02/17-04:16:40.423922 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,37753
07/02/17-04:16:43.123985 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,33643
07/02/17-04:16:43.943730 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,36388
07/02/17-04:16:45.786220 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,45117
07/02/17-04:16:47.793800 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,36210
07/02/17-04:16:49.766021 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,45109
07/02/17-04:16:51.802303 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,41050
07/02/17-04:16:53.429699 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,33574
07/02/17-04:16:55.285508 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,39014
07/02/17-04:16:55.952698 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,47118
07/02/17-04:16:57.793794 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,34158
07/02/17-04:16:59.793422 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,33820
07/02/17-04:17:01.770855 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,39424
07/02/17-04:17:03.769123 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,35616
07/02/17-04:17:05.777657 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,34582
07/02/17-04:17:07.460931 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,40709
07/02/17-04:17:09.386317 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,36360
07/02/17-04:17:11.485000 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,40785
07/02/17-04:17:13.768290 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,37633
07/02/17-04:17:15.765837 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,48248
07/02/17-04:17:17.779483 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,35422
07/02/17-04:17:19.778628 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,42553
07/02/17-04:17:20.822288 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,40485
07/02/17-04:17:21.818749 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,34581
07/02/17-04:17:23.552726 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,42324
07/02/17-04:17:25.729849 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,35347
07/02/17-04:17:27.700383 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,42252
07/02/17-04:17:29.759300 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,39979
07/02/17-04:17:31.766311 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,40497
07/02/17-04:17:33.562044 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,42784
07/02/17-04:17:35.737520 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,48228
07/02/17-04:17:37.769237 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,42025
07/02/17-04:17:39.295454 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,46187
07/02/17-04:17:41.474765 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,39989
07/02/17-04:17:43.506858 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,35911
07/02/17-04:17:45.548429 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,37235
07/02/17-04:17:47.421665 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,48764
07/02/17-04:17:49.251655 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,33355
07/02/17-04:17:51.408857 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,44898
07/02/17-04:17:53.336626 ,TCP,"Reset outside window",172.16.0.12,8081,77.136.86.1,34820
