07/30/17-02:03:49.359717 ,,"(portscan) UDP Filtered Portscan",8.8.8.8,,172.16.0.11,
07/30/17-16:17:21.822273 ,TCP,"HoneyPot SMB Port 445 Hit",120.41.133.51,22429,172.16.0.4,445
07/30/17-16:17:22.062490 ,TCP,"HoneyPot SMB Port 445 Hit",120.41.133.51,22429,172.16.0.4,445
07/30/17-16:19:35.243317 ,TCP,"HoneyPot Telnet Port 23 Hit",88.231.112.166,59041,172.16.0.4,23
07/30/17-16:19:35.451839 ,TCP,"HoneyPot Telnet Port 23 Hit",88.231.112.166,34995,172.16.0.4,23
07/30/17-16:19:35.472653 ,TCP,"HoneyPot Telnet Port 23 Hit",88.231.112.166,59041,172.16.0.4,23
07/30/17-16:19:35.657481 ,TCP,"HoneyPot Telnet Port 23 Hit",88.231.112.166,34995,172.16.0.4,23
07/30/17-16:19:56.086749 ,TCP,"HoneyPot Telnet Port 23 Hit",88.231.112.166,34995,172.16.0.4,23
07/30/17-16:19:56.360130 ,TCP,"HoneyPot Telnet Port 23 Hit",88.231.112.166,34995,172.16.0.4,23
07/30/17-16:20:39.665706 ,TCP,"HoneyPot Telnet Port 23 Hit",94.249.112.22,33003,172.16.0.4,23
07/30/17-16:23:39.414378 ,TCP,"HoneyPot Telnet Port 23 Hit",109.228.144.182,3582,172.16.0.4,23
07/30/17-16:23:39.561475 ,TCP,"HoneyPot Telnet Port 23 Hit",109.228.144.182,3582,172.16.0.4,23
07/30/17-16:23:39.604148 ,TCP,"HoneyPot Telnet Port 23 Hit",109.228.144.182,33930,172.16.0.4,23
07/30/17-16:23:39.751215 ,TCP,"HoneyPot Telnet Port 23 Hit",109.228.144.182,33930,172.16.0.4,23
07/30/17-16:24:10.385131 ,TCP,"HoneyPot Telnet Port 23 Hit",109.228.144.182,33930,172.16.0.4,23
07/30/17-16:24:10.533643 ,TCP,"HoneyPot Telnet Port 23 Hit",109.228.144.182,33930,172.16.0.4,23
07/30/17-16:27:03.052317 ,TCP,"HoneyPot Telnet Port 23 Hit",200.141.148.161,14335,172.16.0.4,23
07/30/17-16:27:03.234459 ,TCP,"HoneyPot Telnet Port 23 Hit",200.141.148.161,14335,172.16.0.4,23
07/30/17-16:27:03.236907 ,TCP,"HoneyPot Telnet Port 23 Hit",200.141.148.161,42671,172.16.0.4,23
07/30/17-16:27:03.415700 ,TCP,"HoneyPot Telnet Port 23 Hit",200.141.148.161,42671,172.16.0.4,23
07/30/17-16:27:23.986450 ,TCP,"HoneyPot Telnet Port 23 Hit",200.141.148.161,42671,172.16.0.4,23
07/30/17-16:27:24.165633 ,TCP,"HoneyPot Telnet Port 23 Hit",200.141.148.161,42671,172.16.0.4,23
07/30/17-16:29:00.499369 ,TCP,"HoneyPot Telnet Port 23 Hit",216.107.182.87,59614,172.16.0.4,23
07/30/17-16:29:00.534401 ,TCP,"HoneyPot Telnet Port 23 Hit",216.107.182.87,59614,172.16.0.4,23
07/30/17-16:29:01.891440 ,TCP,"HoneyPot Telnet Port 23 Hit",216.107.182.87,51386,172.16.0.4,23
07/30/17-16:29:01.927506 ,TCP,"HoneyPot Telnet Port 23 Hit",216.107.182.87,51386,172.16.0.4,23
07/30/17-16:29:33.914474 ,TCP,"HoneyPot Telnet Port 23 Hit",216.107.182.87,51386,172.16.0.4,23
07/30/17-16:29:33.950378 ,TCP,"HoneyPot Telnet Port 23 Hit",216.107.182.87,51386,172.16.0.4,23
07/30/17-16:34:22.343354 ,TCP,"HoneyPot Telnet Port 23 Hit",211.167.88.35,1081,172.16.0.4,23
07/30/17-16:34:22.602191 ,TCP,"HoneyPot Telnet Port 23 Hit",211.167.88.35,1081,172.16.0.4,23
07/30/17-16:35:52.615317 ,TCP,"HoneyPot Telnet Port 23 Hit",116.102.47.39,56540,172.16.0.4,23
07/30/17-16:35:52.844204 ,TCP,"HoneyPot Telnet Port 23 Hit",116.102.47.39,56540,172.16.0.4,23
07/30/17-16:36:00.736777 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,50557,172.16.0.4,445
07/30/17-16:36:00.947887 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,50557,172.16.0.4,445
07/30/17-16:36:00.957804 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,50557,172.16.0.4,445
07/30/17-16:36:18.964914 ,TCP,"HoneyPot Telnet Port 23 Hit",91.231.119.2,18282,172.16.0.4,23
07/30/17-16:36:19.133923 ,TCP,"HoneyPot Telnet Port 23 Hit",91.231.119.2,18282,172.16.0.4,23
07/30/17-16:36:19.134923 ,TCP,"HoneyPot Telnet Port 23 Hit",91.231.119.2,60243,172.16.0.4,23
07/30/17-16:36:19.307695 ,TCP,"HoneyPot Telnet Port 23 Hit",91.231.119.2,60243,172.16.0.4,23
07/30/17-16:36:39.922783 ,TCP,"HoneyPot Telnet Port 23 Hit",91.231.119.2,60243,172.16.0.4,23
07/30/17-16:36:40.155907 ,TCP,"HoneyPot Telnet Port 23 Hit",91.231.119.2,60243,172.16.0.4,23
07/30/17-16:37:54.896383 ,TCP,"HoneyPot Telnet Port 23 Hit",222.191.138.27,21185,172.16.0.4,23
07/30/17-16:37:55.147124 ,TCP,"HoneyPot Telnet Port 23 Hit",222.191.138.27,21185,172.16.0.4,23
07/30/17-16:42:48.369975 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2485,172.16.0.4,445
07/30/17-16:42:48.581315 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2485,172.16.0.4,445
07/30/17-16:42:48.581491 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2485,172.16.0.4,445
07/30/17-16:42:48.797378 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2485,172.16.0.4,445
07/30/17-16:42:49.009778 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2485,172.16.0.4,445
07/30/17-16:42:49.221393 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2485,172.16.0.4,445
07/30/17-16:42:49.433115 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2485,172.16.0.4,445
07/30/17-16:42:49.646465 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2485,172.16.0.4,445
07/30/17-16:42:49.714813 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2549,172.16.0.4,445
07/30/17-16:42:49.873923 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2485,172.16.0.4,445
07/30/17-16:42:49.933468 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2549,172.16.0.4,445
07/30/17-16:42:49.933657 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2549,172.16.0.4,445
07/30/17-16:42:50.150473 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2549,172.16.0.4,445
07/30/17-16:42:50.362530 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2549,172.16.0.4,445
07/30/17-16:42:50.574758 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2549,172.16.0.4,445
07/30/17-16:42:50.976898 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2549,172.16.0.4,445
07/30/17-16:43:13.119065 ,TCP,"HoneyPot Telnet Port 23 Hit",175.201.114.81,55765,172.16.0.4,23
07/30/17-16:43:13.291119 ,TCP,"HoneyPot Telnet Port 23 Hit",175.201.114.81,55765,172.16.0.4,23
07/30/17-16:43:13.302673 ,TCP,"HoneyPot Telnet Port 23 Hit",175.201.114.81,34597,172.16.0.4,23
07/30/17-16:43:13.497190 ,TCP,"HoneyPot Telnet Port 23 Hit",175.201.114.81,34597,172.16.0.4,23
07/30/17-16:43:34.125610 ,TCP,"HoneyPot Telnet Port 23 Hit",175.201.114.81,34597,172.16.0.4,23
07/30/17-16:43:34.320802 ,TCP,"HoneyPot Telnet Port 23 Hit",175.201.114.81,34597,172.16.0.4,23
07/30/17-16:44:50.520480 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2549,172.16.0.4,445
07/30/17-16:44:50.520483 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2549,172.16.0.4,445
07/30/17-16:44:50.520621 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2549,172.16.0.4,445
07/30/17-16:45:00.506273 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:00.718038 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:00.719085 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:00.934395 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:01.146738 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:01.359088 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:01.571492 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:01.784219 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:02.198243 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:03.492419 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:03.704462 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:03.917157 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:04.129871 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:04.342154 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:04.555051 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:04.768034 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:04.980213 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:05.192478 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:05.404518 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:05.617784 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:05.830006 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:06.042653 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:06.260513 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:06.477499 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:06.690260 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:06.902476 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:07.115479 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:07.327468 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:07.539443 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:07.752359 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:07.965274 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:08.177443 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:08.389525 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:08.603998 ,TCP,"OS-WINDOWS Microsoft Windows SMBv1 identical MID and FID type confusion attempt",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:08.603998 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:08.992919 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:09.835714 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:10.047945 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:10.048518 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:10.066897 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2138,172.16.0.4,445
07/30/17-16:45:10.263879 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:10.265664 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2137,172.16.0.4,445
07/30/17-16:45:10.278724 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2138,172.16.0.4,445
07/30/17-16:45:10.279827 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2138,172.16.0.4,445
07/30/17-16:45:10.493466 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2138,172.16.0.4,445
07/30/17-16:45:10.705522 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2138,172.16.0.4,445
07/30/17-16:45:10.919237 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2138,172.16.0.4,445
07/30/17-16:45:11.292980 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2138,172.16.0.4,445
07/30/17-16:46:50.748009 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26732,172.16.0.4,445
07/30/17-16:46:51.375152 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26732,172.16.0.4,445
07/30/17-16:46:51.376342 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26732,172.16.0.4,445
07/30/17-16:46:51.856778 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26732,172.16.0.4,445
07/30/17-16:47:11.118451 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2138,172.16.0.4,445
07/30/17-16:47:30.210816 ,TCP,"HoneyPot Telnet Port 23 Hit",82.25.219.153,21260,172.16.0.4,23
07/30/17-16:47:30.342623 ,TCP,"HoneyPot Telnet Port 23 Hit",82.25.219.153,21260,172.16.0.4,23
07/30/17-16:47:30.408595 ,TCP,"HoneyPot Telnet Port 23 Hit",82.25.219.153,44339,172.16.0.4,23
07/30/17-16:47:30.539652 ,TCP,"HoneyPot Telnet Port 23 Hit",82.25.219.153,44339,172.16.0.4,23
07/30/17-16:48:01.011866 ,TCP,"HoneyPot Telnet Port 23 Hit",82.25.219.153,44339,172.16.0.4,23
07/30/17-16:48:01.144524 ,TCP,"HoneyPot Telnet Port 23 Hit",82.25.219.153,44339,172.16.0.4,23
07/30/17-16:48:50.067747 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2139,172.16.0.4,445
07/30/17-16:48:50.164122 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2138,172.16.0.4,445
07/30/17-16:48:50.279157 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2139,172.16.0.4,445
07/30/17-16:48:50.280211 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2139,172.16.0.4,445
07/30/17-16:48:50.524026 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2139,172.16.0.4,445
07/30/17-16:48:50.736016 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2139,172.16.0.4,445
07/30/17-16:48:50.948217 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2139,172.16.0.4,445
07/30/17-16:48:51.304437 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2139,172.16.0.4,445
07/30/17-16:50:01.617699 ,TCP,"HoneyPot Telnet Port 23 Hit",14.186.241.43,23963,172.16.0.4,23
07/30/17-16:50:01.836207 ,TCP,"HoneyPot Telnet Port 23 Hit",14.186.241.43,23963,172.16.0.4,23
07/30/17-16:50:02.979742 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26875,172.16.0.4,445
07/30/17-16:50:03.670708 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26875,172.16.0.4,445
07/30/17-16:50:03.671856 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26875,172.16.0.4,445
07/30/17-16:50:03.673088 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26975,172.16.0.4,445
07/30/17-16:50:04.415711 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26975,172.16.0.4,445
07/30/17-16:50:04.418808 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26975,172.16.0.4,445
07/30/17-16:50:04.421069 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26875,172.16.0.4,445
07/30/17-16:50:05.068062 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26975,172.16.0.4,445
07/30/17-16:50:05.751761 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26975,172.16.0.4,445
07/30/17-16:50:06.369370 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26975,172.16.0.4,445
07/30/17-16:50:06.906318 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26975,172.16.0.4,445
07/30/17-16:50:07.453566 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26975,172.16.0.4,445
07/30/17-16:50:09.905586 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26765,172.16.0.4,445
07/30/17-16:50:10.394072 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26765,172.16.0.4,445
07/30/17-16:50:10.399938 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26765,172.16.0.4,445
07/30/17-16:50:10.776705 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26765,172.16.0.4,445
07/30/17-16:50:11.163949 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26765,172.16.0.4,445
07/30/17-16:50:11.538412 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26765,172.16.0.4,445
07/30/17-16:50:11.964983 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26765,172.16.0.4,445
07/30/17-16:50:12.436095 ,TCP,"HoneyPot SMB Port 445 Hit",186.94.11.90,26765,172.16.0.4,445
07/30/17-16:50:31.280524 ,TCP,"HoneyPot SMB Port 445 Hit",192.3.244.229,6000,172.16.0.4,445
07/30/17-16:50:31.333339 ,TCP,"HoneyPot SMB Port 445 Hit",192.3.244.229,6000,172.16.0.4,445
07/30/17-16:50:51.241250 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2139,172.16.0.4,445
07/30/17-16:50:51.241853 ,TCP,"Reset outside window",172.16.0.4,445,182.18.21.78,2139
07/30/17-16:50:51.272393 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2139,172.16.0.4,445
07/30/17-16:50:51.273398 ,TCP,"HoneyPot SMB Port 445 Hit",182.18.21.78,2139,172.16.0.4,445
07/30/17-16:51:51.630043 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,58019,172.16.0.4,445
07/30/17-16:51:51.865790 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,58019,172.16.0.4,445
07/30/17-16:51:51.866728 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,58019,172.16.0.4,445
07/30/17-16:51:52.105154 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,58019,172.16.0.4,445
07/30/17-16:54:58.791183 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,60327,172.16.0.4,445
07/30/17-16:54:59.021716 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,60351,172.16.0.4,445
07/30/17-16:54:59.029811 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,60327,172.16.0.4,445
07/30/17-16:54:59.030794 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,60327,172.16.0.4,445
07/30/17-16:54:59.252321 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,60351,172.16.0.4,445
07/30/17-16:54:59.252774 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,60351,172.16.0.4,445
07/30/17-16:54:59.272693 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,60327,172.16.0.4,445
07/30/17-16:54:59.488592 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,60351,172.16.0.4,445
07/30/17-16:54:59.718938 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,60351,172.16.0.4,445
07/30/17-16:54:59.949183 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,60351,172.16.0.4,445
07/30/17-16:55:00.179832 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,60351,172.16.0.4,445
07/30/17-16:55:00.410233 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,60351,172.16.0.4,445
07/30/17-16:55:03.179613 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,60765,172.16.0.4,445
07/30/17-16:55:03.409276 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,60765,172.16.0.4,445
07/30/17-16:55:03.410327 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,60765,172.16.0.4,445
07/30/17-16:55:03.642812 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,60765,172.16.0.4,445
07/30/17-16:55:03.874476 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,60765,172.16.0.4,445
07/30/17-16:55:04.104817 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,60765,172.16.0.4,445
07/30/17-16:55:04.335803 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,60765,172.16.0.4,445
07/30/17-16:55:04.565857 ,TCP,"HoneyPot SMB Port 445 Hit",113.181.229.132,60765,172.16.0.4,445
07/30/17-17:01:16.282561 ,TCP,"HoneyPot Telnet Port 23 Hit",186.39.147.106,53845,172.16.0.4,23
07/30/17-17:01:16.600968 ,TCP,"HoneyPot Telnet Port 23 Hit",186.39.147.106,53845,172.16.0.4,23
07/30/17-17:10:11.909923 ,TCP,"HoneyPot Telnet Port 23 Hit",121.176.85.35,1115,172.16.0.4,23
07/30/17-17:18:26.734931 ,TCP,"HoneyPot Telnet Port 23 Hit",201.143.188.27,51189,172.16.0.4,23
07/30/17-17:18:26.800512 ,TCP,"HoneyPot Telnet Port 23 Hit",201.143.188.27,51189,172.16.0.4,23
07/30/17-17:18:26.812547 ,TCP,"HoneyPot Telnet Port 23 Hit",201.143.188.27,53759,172.16.0.4,23
07/30/17-17:18:26.877739 ,TCP,"HoneyPot Telnet Port 23 Hit",201.143.188.27,53759,172.16.0.4,23
07/30/17-17:18:57.753501 ,TCP,"HoneyPot Telnet Port 23 Hit",201.143.188.27,53759,172.16.0.4,23
07/30/17-17:18:57.819468 ,TCP,"HoneyPot Telnet Port 23 Hit",201.143.188.27,53759,172.16.0.4,23
07/30/17-17:22:13.980389 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,63915,172.16.0.4,445
07/30/17-17:22:14.186700 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,63915,172.16.0.4,445
07/30/17-17:22:14.194287 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,63915,172.16.0.4,445
07/30/17-17:22:14.411346 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,63915,172.16.0.4,445
07/30/17-17:23:02.807211 ,TCP,"HoneyPot Telnet Port 23 Hit",59.127.38.90,52989,172.16.0.4,23
07/30/17-17:23:02.999724 ,TCP,"HoneyPot Telnet Port 23 Hit",59.127.38.90,52989,172.16.0.4,23
07/30/17-17:24:11.359652 ,TCP,"HoneyPot Telnet Port 23 Hit",97.76.122.138,40560,172.16.0.4,23
07/30/17-17:24:11.635059 ,TCP,"HoneyPot Telnet Port 23 Hit",97.76.122.138,40560,172.16.0.4,23
07/30/17-17:25:21.126092 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,53956,172.16.0.4,445
07/30/17-17:25:21.410290 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,53956,172.16.0.4,445
07/30/17-17:25:21.417872 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,53956,172.16.0.4,445
07/30/17-17:25:21.421547 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,54003,172.16.0.4,445
07/30/17-17:25:21.702206 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,53956,172.16.0.4,445
07/30/17-17:25:24.413615 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,54003,172.16.0.4,445
07/30/17-17:25:24.619554 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,54003,172.16.0.4,445
07/30/17-17:25:24.630802 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,54003,172.16.0.4,445
07/30/17-17:25:24.844177 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,54003,172.16.0.4,445
07/30/17-17:25:25.061223 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,54003,172.16.0.4,445
07/30/17-17:25:25.270884 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,54003,172.16.0.4,445
07/30/17-17:25:25.484608 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,54003,172.16.0.4,445
07/30/17-17:25:25.885396 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,54003,172.16.0.4,445
07/30/17-17:25:26.586884 ,TCP,"HoneyPot Telnet Port 23 Hit",119.76.128.141,18061,172.16.0.4,23
07/30/17-17:25:26.705329 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,54003,172.16.0.4,445
07/30/17-17:25:26.833712 ,TCP,"HoneyPot Telnet Port 23 Hit",119.76.128.141,18061,172.16.0.4,23
07/30/17-17:25:26.894163 ,TCP,"HoneyPot Telnet Port 23 Hit",119.76.128.141,36264,172.16.0.4,23
07/30/17-17:25:27.147217 ,TCP,"HoneyPot Telnet Port 23 Hit",119.76.128.141,36264,172.16.0.4,23
07/30/17-17:25:28.485086 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,54822,172.16.0.4,445
07/30/17-17:25:28.777013 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,54822,172.16.0.4,445
07/30/17-17:25:28.788322 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,54822,172.16.0.4,445
07/30/17-17:25:29.091861 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,54822,172.16.0.4,445
07/30/17-17:25:29.391167 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,54822,172.16.0.4,445
07/30/17-17:25:29.532585 ,TCP,"HoneyPot SMB Port 445 Hit",200.44.72.180,54003,172.16.0.4,445
