07/30/17-02:03:49.359717 ,,"(portscan) UDP Filtered Portscan",8.8.8.8,,172.16.0.11,
07/30/17-07:44:51.819947 ,TCP,"HoneyPot SMB Port 445 Hit",85.17.231.177,54459,172.16.0.4,445
07/30/17-07:44:51.820937 ,TCP,"HoneyPot SMB Port 445 Hit",85.17.231.177,54471,172.16.0.4,445
07/30/17-07:44:51.941435 ,TCP,"HoneyPot SMB Port 445 Hit",85.17.231.177,54471,172.16.0.4,445
07/30/17-07:44:51.942441 ,TCP,"HoneyPot SMB Port 445 Hit",85.17.231.177,54471,172.16.0.4,445
07/30/17-07:44:51.944438 ,TCP,"HoneyPot SMB Port 445 Hit",85.17.231.177,54459,172.16.0.4,445
07/30/17-07:44:52.064902 ,TCP,"HoneyPot SMB Port 445 Hit",85.17.231.177,54471,172.16.0.4,445
07/30/17-07:44:52.186161 ,TCP,"HoneyPot SMB Port 445 Hit",85.17.231.177,54471,172.16.0.4,445
07/30/17-07:44:52.306961 ,TCP,"HoneyPot SMB Port 445 Hit",85.17.231.177,54471,172.16.0.4,445
07/30/17-07:44:52.428163 ,TCP,"HoneyPot SMB Port 445 Hit",85.17.231.177,54471,172.16.0.4,445
07/30/17-07:44:52.549422 ,TCP,"HoneyPot SMB Port 445 Hit",85.17.231.177,54471,172.16.0.4,445
07/30/17-07:44:55.427927 ,TCP,"HoneyPot SMB Port 445 Hit",85.17.231.177,54819,172.16.0.4,445
07/30/17-07:44:55.548379 ,TCP,"HoneyPot SMB Port 445 Hit",85.17.231.177,54819,172.16.0.4,445
07/30/17-07:44:55.549428 ,TCP,"HoneyPot SMB Port 445 Hit",85.17.231.177,54819,172.16.0.4,445
07/30/17-07:44:55.672505 ,TCP,"HoneyPot SMB Port 445 Hit",85.17.231.177,54819,172.16.0.4,445
07/30/17-07:44:55.793599 ,TCP,"HoneyPot SMB Port 445 Hit",85.17.231.177,54819,172.16.0.4,445
07/30/17-07:44:55.914814 ,TCP,"HoneyPot SMB Port 445 Hit",85.17.231.177,54819,172.16.0.4,445
07/30/17-07:44:56.036546 ,TCP,"HoneyPot SMB Port 445 Hit",85.17.231.177,54819,172.16.0.4,445
07/30/17-07:44:56.157641 ,TCP,"HoneyPot SMB Port 445 Hit",85.17.231.177,54819,172.16.0.4,445
07/30/17-07:50:11.180851 ,TCP,"HoneyPot Telnet Port 23 Hit",80.82.70.26,48801,172.16.0.4,23
07/30/17-07:50:11.293424 ,TCP,"HoneyPot Telnet Port 23 Hit",80.82.70.26,48801,172.16.0.4,23
07/30/17-07:50:11.393850 ,TCP,"HoneyPot Telnet Port 23 Hit",80.82.70.26,48801,172.16.0.4,23
07/30/17-07:52:31.445694 ,TCP,"HoneyPot Telnet Port 23 Hit",78.187.104.13,25979,172.16.0.4,23
07/30/17-07:52:31.649244 ,TCP,"HoneyPot Telnet Port 23 Hit",78.187.104.13,25979,172.16.0.4,23
07/30/17-07:52:31.688909 ,TCP,"HoneyPot Telnet Port 23 Hit",78.187.104.13,50529,172.16.0.4,23
07/30/17-07:52:31.903484 ,TCP,"HoneyPot Telnet Port 23 Hit",78.187.104.13,50529,172.16.0.4,23
07/30/17-07:53:02.572344 ,TCP,"HoneyPot Telnet Port 23 Hit",78.187.104.13,50529,172.16.0.4,23
07/30/17-07:53:02.791696 ,TCP,"HoneyPot Telnet Port 23 Hit",78.187.104.13,50529,172.16.0.4,23
07/30/17-07:53:29.890654 ,TCP,"HoneyPot Telnet Port 23 Hit",200.58.196.199,63946,172.16.0.4,23
07/30/17-07:53:30.022882 ,TCP,"HoneyPot Telnet Port 23 Hit",200.58.196.199,63946,172.16.0.4,23
07/30/17-07:53:30.112787 ,TCP,"HoneyPot Telnet Port 23 Hit",200.58.196.199,33896,172.16.0.4,23
07/30/17-07:53:30.246983 ,TCP,"HoneyPot Telnet Port 23 Hit",200.58.196.199,33896,172.16.0.4,23
07/30/17-07:54:01.122103 ,TCP,"HoneyPot Telnet Port 23 Hit",200.58.196.199,33896,172.16.0.4,23
07/30/17-07:54:01.257038 ,TCP,"HoneyPot Telnet Port 23 Hit",200.58.196.199,33896,172.16.0.4,23
07/30/17-07:56:51.492236 ,TCP,"HoneyPot FTP Port 21 Hit",168.1.128.36,21888,172.16.0.4,21
07/30/17-07:56:51.690266 ,TCP,"HoneyPot FTP Port 21 Hit",168.1.128.36,21888,172.16.0.4,21
07/30/17-07:56:55.415615 ,TCP,"HoneyPot FTP Port 21 Hit",168.1.128.36,38197,172.16.0.4,21
07/30/17-07:56:55.613062 ,TCP,"HoneyPot FTP Port 21 Hit",168.1.128.36,38197,172.16.0.4,21
07/30/17-07:56:55.814339 ,TCP,"HoneyPot FTP Port 21 Hit",168.1.128.36,38197,172.16.0.4,21
07/30/17-07:56:55.815268 ,TCP,"HoneyPot FTP Port 21 Hit",168.1.128.36,38197,172.16.0.4,21
07/30/17-07:56:56.015014 ,TCP,"HoneyPot FTP Port 21 Hit",168.1.128.36,38197,172.16.0.4,21
07/30/17-07:56:56.216447 ,TCP,"HoneyPot FTP Port 21 Hit",168.1.128.36,38197,172.16.0.4,21
07/30/17-07:56:56.414229 ,TCP,"HoneyPot FTP Port 21 Hit",168.1.128.36,38197,172.16.0.4,21
07/30/17-07:57:15.867837 ,TCP,"HoneyPot Telnet Port 23 Hit",122.3.150.69,22068,172.16.0.4,23
07/30/17-07:57:22.172977 ,TCP,"HoneyPot Telnet Port 23 Hit",122.3.150.69,54086,172.16.0.4,23
07/30/17-07:57:22.427009 ,TCP,"HoneyPot Telnet Port 23 Hit",122.3.150.69,54086,172.16.0.4,23
07/30/17-07:57:48.212097 ,TCP,"HoneyPot Telnet Port 23 Hit",49.68.107.240,56572,172.16.0.4,23
07/30/17-07:57:48.466196 ,TCP,"HoneyPot Telnet Port 23 Hit",49.68.107.240,56572,172.16.0.4,23
07/30/17-07:57:56.190883 ,TCP,"HoneyPot Telnet Port 23 Hit",122.3.150.69,54086,172.16.0.4,23
07/30/17-07:57:57.208610 ,TCP,"HoneyPot Telnet Port 23 Hit",122.3.150.69,54086,172.16.0.4,23
07/30/17-08:01:00.403178 ,TCP,"HoneyPot Telnet Port 23 Hit",1.224.193.73,33024,172.16.0.4,23
07/30/17-08:01:00.608865 ,TCP,"HoneyPot Telnet Port 23 Hit",1.224.193.73,33024,172.16.0.4,23
07/30/17-08:01:00.609842 ,TCP,"HoneyPot Telnet Port 23 Hit",1.224.193.73,58133,172.16.0.4,23
07/30/17-08:01:00.815279 ,TCP,"HoneyPot Telnet Port 23 Hit",1.224.193.73,58133,172.16.0.4,23
07/30/17-08:01:21.392195 ,TCP,"HoneyPot Telnet Port 23 Hit",1.224.193.73,58133,172.16.0.4,23
07/30/17-08:01:21.601743 ,TCP,"HoneyPot Telnet Port 23 Hit",1.224.193.73,58133,172.16.0.4,23
07/30/17-08:04:22.133036 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,51985,172.16.0.4,445
07/30/17-08:04:22.216776 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,51985,172.16.0.4,445
07/30/17-08:04:22.216779 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,51985,172.16.0.4,445
07/30/17-08:04:22.304068 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,51985,172.16.0.4,445
07/30/17-08:07:33.796923 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,55433,172.16.0.4,445
07/30/17-08:07:33.869324 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,55433,172.16.0.4,445
07/30/17-08:07:33.869326 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,55433,172.16.0.4,445
07/30/17-08:07:33.880717 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,55444,172.16.0.4,445
07/30/17-08:07:33.945185 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,55433,172.16.0.4,445
07/30/17-08:07:33.964446 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,55444,172.16.0.4,445
07/30/17-08:07:33.964448 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,55444,172.16.0.4,445
07/30/17-08:07:34.051873 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,55444,172.16.0.4,445
07/30/17-08:07:34.136406 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,55444,172.16.0.4,445
07/30/17-08:07:34.221108 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,55444,172.16.0.4,445
07/30/17-08:07:34.305887 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,55444,172.16.0.4,445
07/30/17-08:07:34.401263 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,55444,172.16.0.4,445
07/30/17-08:07:37.291332 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,55793,172.16.0.4,445
07/30/17-08:07:37.376224 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,55793,172.16.0.4,445
07/30/17-08:07:37.376386 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,55793,172.16.0.4,445
07/30/17-08:07:37.472308 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,55793,172.16.0.4,445
07/30/17-08:07:37.557134 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,55793,172.16.0.4,445
07/30/17-08:07:37.641263 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,55793,172.16.0.4,445
07/30/17-08:07:37.726224 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,55793,172.16.0.4,445
07/30/17-08:07:37.810419 ,TCP,"HoneyPot SMB Port 445 Hit",181.143.194.34,55793,172.16.0.4,445
07/30/17-08:08:15.119765 ,TCP,"HoneyPot Telnet Port 23 Hit",5.141.77.92,57193,172.16.0.4,23
07/30/17-08:08:15.323636 ,TCP,"HoneyPot Telnet Port 23 Hit",5.141.77.92,57193,172.16.0.4,23
07/30/17-08:08:16.076147 ,TCP,"HoneyPot Telnet Port 23 Hit",5.141.77.92,54742,172.16.0.4,23
07/30/17-08:08:16.284666 ,TCP,"HoneyPot Telnet Port 23 Hit",5.141.77.92,54742,172.16.0.4,23
07/30/17-08:09:17.036034 ,TCP,"HoneyPot Telnet Port 23 Hit",5.141.77.92,54742,172.16.0.4,23
07/30/17-08:09:17.243296 ,TCP,"HoneyPot Telnet Port 23 Hit",5.141.77.92,54742,172.16.0.4,23
07/30/17-08:14:10.289413 ,TCP,"HoneyPot Telnet Port 23 Hit",1.253.102.152,34018,172.16.0.4,23
07/30/17-08:14:10.494521 ,TCP,"HoneyPot Telnet Port 23 Hit",1.253.102.152,34018,172.16.0.4,23
07/30/17-08:14:10.495508 ,TCP,"HoneyPot Telnet Port 23 Hit",1.253.102.152,3322,172.16.0.4,23
07/30/17-08:14:10.698519 ,TCP,"HoneyPot Telnet Port 23 Hit",1.253.102.152,3322,172.16.0.4,23
07/30/17-08:14:31.258656 ,TCP,"HoneyPot Telnet Port 23 Hit",1.253.102.152,3322,172.16.0.4,23
07/30/17-08:14:31.458656 ,TCP,"HoneyPot Telnet Port 23 Hit",1.253.102.152,3322,172.16.0.4,23
07/30/17-08:16:14.883540 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,59235,172.16.0.4,445
07/30/17-08:16:15.045395 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,59235,172.16.0.4,445
07/30/17-08:16:15.046372 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,59235,172.16.0.4,445
07/30/17-08:16:15.207732 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,59235,172.16.0.4,445
07/30/17-08:19:32.530955 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,61536,172.16.0.4,445
07/30/17-08:19:32.696499 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,61576,172.16.0.4,445
07/30/17-08:19:32.697363 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,61536,172.16.0.4,445
07/30/17-08:19:32.697365 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,61536,172.16.0.4,445
07/30/17-08:19:32.857712 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,61576,172.16.0.4,445
07/30/17-08:19:32.858688 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,61576,172.16.0.4,445
07/30/17-08:19:32.859648 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,61536,172.16.0.4,445
07/30/17-08:19:33.024376 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,61576,172.16.0.4,445
07/30/17-08:19:33.186847 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,61576,172.16.0.4,445
07/30/17-08:19:33.349575 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,61576,172.16.0.4,445
07/30/17-08:19:33.516375 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,61576,172.16.0.4,445
07/30/17-08:19:33.678682 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,61576,172.16.0.4,445
07/30/17-08:19:36.521382 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,61923,172.16.0.4,445
07/30/17-08:19:36.683742 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,61923,172.16.0.4,445
07/30/17-08:19:36.684791 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,61923,172.16.0.4,445
07/30/17-08:19:36.850460 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,61923,172.16.0.4,445
07/30/17-08:19:37.012918 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,61923,172.16.0.4,445
07/30/17-08:19:37.179890 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,61923,172.16.0.4,445
07/30/17-08:19:37.342255 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,61923,172.16.0.4,445
07/30/17-08:19:37.504754 ,TCP,"HoneyPot SMB Port 445 Hit",18.231.7.114,61923,172.16.0.4,445
07/30/17-08:22:14.299398 ,TCP,"HoneyPot Telnet Port 23 Hit",85.194.196.54,23775,172.16.0.4,23
07/30/17-08:24:50.437269 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,16578,172.16.0.4,445
07/30/17-08:24:50.689992 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,16578,172.16.0.4,445
07/30/17-08:24:50.692359 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,16578,172.16.0.4,445
07/30/17-08:24:50.950105 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,16578,172.16.0.4,445
07/30/17-08:25:46.877238 ,TCP,"HoneyPot HTTP Port 80 Hit",69.30.219.186,58657,172.16.0.4,80
07/30/17-08:25:46.879290 ,TCP,"HoneyPot HTTP Port 80 Hit",69.30.219.186,58657,172.16.0.4,80
07/30/17-08:25:46.880435 ,TCP,"HoneyPot HTTP Port 80 Hit",69.30.219.186,58657,172.16.0.4,80
07/30/17-08:25:46.894490 ,TCP,"HoneyPot HTTP Port 80 Hit",69.30.219.186,58657,172.16.0.4,80
07/30/17-08:25:46.895478 ,TCP,"HoneyPot HTTP Port 80 Hit",69.30.219.186,58657,172.16.0.4,80
07/30/17-08:27:29.447311 ,TCP,"HoneyPot SMB Port 445 Hit",91.99.216.100,52638,172.16.0.4,445
07/30/17-08:28:02.287260 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,25268,172.16.0.4,445
07/30/17-08:28:02.530063 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,25279,172.16.0.4,445
07/30/17-08:28:02.539266 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,25268,172.16.0.4,445
07/30/17-08:28:02.542275 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,25268,172.16.0.4,445
07/30/17-08:28:02.774147 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,25279,172.16.0.4,445
07/30/17-08:28:02.776287 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,25279,172.16.0.4,445
07/30/17-08:28:02.797080 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,25268,172.16.0.4,445
07/30/17-08:28:03.021760 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,25279,172.16.0.4,445
07/30/17-08:28:03.266865 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,25279,172.16.0.4,445
07/30/17-08:28:03.511812 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,25279,172.16.0.4,445
07/30/17-08:28:03.756705 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,25279,172.16.0.4,445
07/30/17-08:28:04.001230 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,25279,172.16.0.4,445
07/30/17-08:28:06.776537 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,25455,172.16.0.4,445
07/30/17-08:28:07.053105 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,25455,172.16.0.4,445
07/30/17-08:28:07.054875 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,25455,172.16.0.4,445
07/30/17-08:28:07.333133 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,25455,172.16.0.4,445
07/30/17-08:28:07.611491 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,25455,172.16.0.4,445
07/30/17-08:28:07.888811 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,25455,172.16.0.4,445
07/30/17-08:28:08.167945 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,25455,172.16.0.4,445
07/30/17-08:28:08.444871 ,TCP,"HoneyPot SMB Port 445 Hit",124.81.66.61,25455,172.16.0.4,445
07/30/17-08:29:19.138441 ,TCP,"HoneyPot Telnet Port 23 Hit",88.129.180.15,43654,172.16.0.4,23
07/30/17-08:29:19.294458 ,TCP,"HoneyPot Telnet Port 23 Hit",88.129.180.15,43654,172.16.0.4,23
07/30/17-08:29:19.354483 ,TCP,"HoneyPot Telnet Port 23 Hit",88.129.180.15,54462,172.16.0.4,23
07/30/17-08:29:19.508691 ,TCP,"HoneyPot Telnet Port 23 Hit",88.129.180.15,54462,172.16.0.4,23
07/30/17-08:29:50.237956 ,TCP,"HoneyPot Telnet Port 23 Hit",88.129.180.15,54462,172.16.0.4,23
07/30/17-08:29:50.393225 ,TCP,"HoneyPot Telnet Port 23 Hit",88.129.180.15,54462,172.16.0.4,23
07/30/17-08:31:45.796630 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,55649,172.16.0.4,445
07/30/17-08:31:45.938793 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,55649,172.16.0.4,445
07/30/17-08:31:45.939761 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,55649,172.16.0.4,445
07/30/17-08:31:46.086530 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,55649,172.16.0.4,445
07/30/17-08:34:52.836451 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,58455,172.16.0.4,445
07/30/17-08:34:52.977363 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,58455,172.16.0.4,445
07/30/17-08:34:52.978317 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,58455,172.16.0.4,445
07/30/17-08:34:52.979353 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,58464,172.16.0.4,445
07/30/17-08:34:53.121553 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,58464,172.16.0.4,445
07/30/17-08:34:53.122555 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,58464,172.16.0.4,445
07/30/17-08:34:53.124045 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,58455,172.16.0.4,445
07/30/17-08:34:53.267717 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,58464,172.16.0.4,445
07/30/17-08:34:53.410574 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,58464,172.16.0.4,445
07/30/17-08:34:53.555164 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,58464,172.16.0.4,445
07/30/17-08:34:53.698167 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,58464,172.16.0.4,445
07/30/17-08:34:53.840843 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,58464,172.16.0.4,445
07/30/17-08:34:56.697623 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,58848,172.16.0.4,445
07/30/17-08:34:56.839943 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,58848,172.16.0.4,445
07/30/17-08:34:56.840944 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,58848,172.16.0.4,445
07/30/17-08:34:56.985265 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,58848,172.16.0.4,445
07/30/17-08:34:57.127995 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,58848,172.16.0.4,445
07/30/17-08:34:57.270812 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,58848,172.16.0.4,445
07/30/17-08:34:57.413759 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,58848,172.16.0.4,445
07/30/17-08:34:57.556642 ,TCP,"HoneyPot SMB Port 445 Hit",178.151.195.80,58848,172.16.0.4,445
07/30/17-08:39:53.304048 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,61777,172.16.0.4,445
07/30/17-08:39:53.494327 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,61777,172.16.0.4,445
07/30/17-08:39:53.494329 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,61777,172.16.0.4,445
07/30/17-08:39:53.688924 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,61777,172.16.0.4,445
07/30/17-08:40:11.256917 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,63560,172.16.0.4,445
07/30/17-08:40:11.596549 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,63560,172.16.0.4,445
07/30/17-08:40:11.596552 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,63560,172.16.0.4,445
07/30/17-08:40:11.926289 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,63560,172.16.0.4,445
07/30/17-08:41:22.235649 ,TCP,"HoneyPot SMB Port 445 Hit",164.52.11.222,42048,172.16.0.4,445
07/30/17-08:41:22.752556 ,TCP,"HoneyPot SMB Port 445 Hit",164.52.11.222,42048,172.16.0.4,445
07/30/17-08:43:02.618097 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,64028,172.16.0.4,445
07/30/17-08:43:02.810493 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,64028,172.16.0.4,445
07/30/17-08:43:02.810496 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,64028,172.16.0.4,445
07/30/17-08:43:02.811451 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,64046,172.16.0.4,445
07/30/17-08:43:03.003534 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,64046,172.16.0.4,445
07/30/17-08:43:03.003535 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,64046,172.16.0.4,445
07/30/17-08:43:03.007008 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,64028,172.16.0.4,445
07/30/17-08:43:03.199080 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,64046,172.16.0.4,445
07/30/17-08:43:03.391598 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,64046,172.16.0.4,445
07/30/17-08:43:03.584108 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,64046,172.16.0.4,445
07/30/17-08:43:03.776654 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,64046,172.16.0.4,445
07/30/17-08:43:03.969258 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,64046,172.16.0.4,445
07/30/17-08:43:06.774479 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,64440,172.16.0.4,445
07/30/17-08:43:06.965786 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,64440,172.16.0.4,445
07/30/17-08:43:06.965933 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,64440,172.16.0.4,445
07/30/17-08:43:07.162229 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,64440,172.16.0.4,445
07/30/17-08:43:07.354890 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,64440,172.16.0.4,445
07/30/17-08:43:07.547419 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,64440,172.16.0.4,445
07/30/17-08:43:07.740062 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,64440,172.16.0.4,445
07/30/17-08:43:07.932598 ,TCP,"HoneyPot SMB Port 445 Hit",77.222.96.62,64440,172.16.0.4,445
07/30/17-08:43:18.519591 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,49536,172.16.0.4,445
07/30/17-08:43:18.866828 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,49542,172.16.0.4,445
07/30/17-08:43:18.869288 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,49536,172.16.0.4,445
07/30/17-08:43:18.869289 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,49536,172.16.0.4,445
07/30/17-08:43:19.202185 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,49542,172.16.0.4,445
07/30/17-08:43:19.209367 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,49536,172.16.0.4,445
07/30/17-08:43:19.211791 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,49542,172.16.0.4,445
07/30/17-08:43:19.586602 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,49542,172.16.0.4,445
07/30/17-08:43:19.942216 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,49542,172.16.0.4,445
07/30/17-08:43:20.302275 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,49542,172.16.0.4,445
07/30/17-08:43:20.642233 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,49542,172.16.0.4,445
07/30/17-08:43:20.982230 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,49542,172.16.0.4,445
07/30/17-08:43:23.654762 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,50066,172.16.0.4,445
07/30/17-08:43:24.004857 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,50066,172.16.0.4,445
07/30/17-08:43:24.014415 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,50066,172.16.0.4,445
07/30/17-08:43:24.364429 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,50066,172.16.0.4,445
07/30/17-08:43:24.719451 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,50066,172.16.0.4,445
07/30/17-08:43:25.084935 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,50066,172.16.0.4,445
07/30/17-08:43:25.424440 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,50066,172.16.0.4,445
07/30/17-08:43:25.769508 ,TCP,"HoneyPot SMB Port 445 Hit",49.35.21.30,50066,172.16.0.4,445
07/30/17-08:46:41.177610 ,TCP,"HoneyPot Telnet Port 23 Hit",91.143.16.35,8463,172.16.0.4,23
