2017, 07, 02, 04, 07, 53.661372, TCP, "Reset outside window", 172.16.0.12, 8081, 82.37.111.222, 53924,  United Kingdom,  N/A,  N/A,  N/A,  51.500000,  -0.130000
2017, 07, 02, 04, 07, 55.432769, TCP, "Reset outside window", 172.16.0.12, 8081, 82.37.111.222, 53944,  United Kingdom,  N/A,  N/A,  N/A,  51.500000,  -0.130000
2017, 07, 02, 04, 07, 56.255066, TCP, "Reset outside window", 172.16.0.12, 8081, 82.37.111.222, 53961,  United Kingdom,  N/A,  N/A,  N/A,  51.500000,  -0.130000
2017, 07, 02, 04, 07, 58.176635, TCP, "Reset outside window", 172.16.0.12, 8081, 82.37.111.222, 53986,  United Kingdom,  N/A,  N/A,  N/A,  51.500000,  -0.130000
2017, 07, 02, 04, 08, 00.170139, TCP, "Reset outside window", 172.16.0.12, 8081, 82.37.111.222, 54006,  United Kingdom,  N/A,  N/A,  N/A,  51.500000,  -0.130000
2017, 07, 02, 04, 08, 02.190999, TCP, "Reset outside window", 172.16.0.12, 8081, 82.37.111.222, 54042,  United Kingdom,  N/A,  N/A,  N/A,  51.500000,  -0.130000
2017, 07, 02, 04, 08, 06.175238, TCP, "Reset outside window", 172.16.0.12, 8081, 82.37.111.222, 54082,  United Kingdom,  N/A,  N/A,  N/A,  51.500000,  -0.130000
2017, 07, 02, 04, 08, 08.072955, TCP, "Reset outside window", 172.16.0.12, 8081, 82.37.111.222, 54106,  United Kingdom,  N/A,  N/A,  N/A,  51.500000,  -0.130000
2017, 07, 02, 04, 08, 09.119037, TCP, "Reset outside window", 172.16.0.12, 8081, 82.37.111.222, 54129,  United Kingdom,  N/A,  N/A,  N/A,  51.500000,  -0.130000
2017, 07, 02, 04, 15, 56.241780, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 34615,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 15, 59.489941, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 36717,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 01.304153, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 47372,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 03.185730, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 47658,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 04.968052, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 43116,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 05.785327, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 33558,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 07.784151, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 41482,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 09.783220, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 36398,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 11.779132, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 40550,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 12.354713, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 36420,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 13.764153, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 34824,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 15.790864, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 35706,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 17.732541, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 43018,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 19.665044, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 35406,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 21.531643, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 41009,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 23.611699, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 45918,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 24.644731, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 37728,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 25.558889, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 46599,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 27.511184, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 40012,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 29.280812, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 43029,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 31.777698, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 48498,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 33.770553, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 40205,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 35.784721, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 44382,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
2017, 07, 02, 04, 16, 37.740451, TCP, "Reset outside window", 172.16.0.12, 8081, 77.136.86.1, 44089,  France,  N/A,  N/A,  N/A,  48.860001,  2.350000
