06/24/17-10:58:55.992163 ,129,15,1,"Reset outside window",TCP,172.16.0.12,8081,10.0.0.1,42144,00:24:81:3D:89:6A,64:D1:54:06:F2:98,0x3C,***A*R**,0xEB3F4FA5,0x79792478,,0x0,128,0,27275,40,40960,,,,
06/24/17-10:58:56.069958 ,129,15,1,"Reset outside window",TCP,172.16.0.12,8081,10.0.0.1,42145,00:24:81:3D:89:6A,64:D1:54:06:F2:98,0x3C,***A*R**,0xCC1CC08B,0x6375174E,,0x0,128,0,27289,40,40960,,,,
06/24/17-10:58:56.151267 ,129,15,1,"Reset outside window",TCP,172.16.0.12,8081,10.0.0.1,42146,00:24:81:3D:89:6A,64:D1:54:06:F2:98,0x3C,***A*R**,0x56CC2FC,0xE3AFC3AF,,0x0,128,0,27303,40,40960,,,,
06/24/17-10:58:56.227593 ,129,15,1,"Reset outside window",TCP,172.16.0.12,8081,10.0.0.1,42147,00:24:81:3D:89:6A,64:D1:54:06:F2:98,0x3C,***A*R**,0x4FB810F8,0x32489EF9,,0x0,128,0,27317,40,40960,,,,
06/24/17-10:58:56.300218 ,129,15,1,"Reset outside window",TCP,172.16.0.12,8081,10.0.0.1,42148,00:24:81:3D:89:6A,64:D1:54:06:F2:98,0x3C,***A*R**,0x32BE3107,0xEF1842AC,,0x0,128,0,27331,40,40960,,,,
06/24/17-10:58:56.376218 ,129,15,1,"Reset outside window",TCP,172.16.0.12,8081,10.0.0.1,42149,00:24:81:3D:89:6A,64:D1:54:06:F2:98,0x3C,***A*R**,0x4148A002,0x81B0A8F7,,0x0,128,0,27345,40,40960,,,,
06/24/17-10:58:56.437312 ,129,15,1,"Reset outside window",TCP,172.16.0.12,8081,10.0.0.1,42150,00:24:81:3D:89:6A,64:D1:54:06:F2:98,0x3C,***A*R**,0x6CAA1218,0xCB9BBA72,,0x0,128,0,27360,40,40960,,,,
06/24/17-10:58:56.550983 ,129,15,1,"Reset outside window",TCP,172.16.0.12,8081,10.0.0.1,42152,00:24:81:3D:89:6A,64:D1:54:06:F2:98,0x3C,***A*R**,0x96571B80,0x77216267,,0x0,128,0,27377,40,40960,,,,
06/24/17-10:58:56.626702 ,129,15,1,"Reset outside window",TCP,172.16.0.12,8081,10.0.0.1,42153,00:24:81:3D:89:6A,64:D1:54:06:F2:98,0x3C,***A*R**,0x6389BD45,0x2A0F13BC,,0x0,128,0,27391,40,40960,,,,
06/24/17-10:58:56.698714 ,129,15,1,"Reset outside window",TCP,172.16.0.12,8081,10.0.0.1,42154,00:24:81:3D:89:6A,64:D1:54:06:F2:98,0x3C,***A*R**,0x2D00A807,0x7D91919C,,0x0,128,0,27405,40,40960,,,,
06/24/17-10:58:56.792595 ,129,15,1,"Reset outside window",TCP,172.16.0.12,8081,10.0.0.1,42155,00:24:81:3D:89:6A,64:D1:54:06:F2:98,0x3C,***A*R**,0x768C1B9F,0x67EB2F83,,0x0,128,0,27419,40,40960,,,,
06/24/17-10:58:56.880999 ,129,15,1,"Reset outside window",TCP,172.16.0.12,8081,10.0.0.1,42156,00:24:81:3D:89:6A,64:D1:54:06:F2:98,0x3C,***A*R**,0xEC1BC8DA,0xCDCC2909,,0x0,128,0,27433,40,40960,,,,
06/24/17-10:58:56.971571 ,129,15,1,"Reset outside window",TCP,172.16.0.12,8081,10.0.0.1,42157,00:24:81:3D:89:6A,64:D1:54:06:F2:98,0x3C,***A*R**,0x2A6A293,0xFF07D4F1,,0x0,128,0,27447,40,40960,,,,
06/24/17-10:58:57.055406 ,129,15,1,"Reset outside window",TCP,172.16.0.12,8081,10.0.0.1,42158,00:24:81:3D:89:6A,64:D1:54:06:F2:98,0x3C,***A*R**,0x21CCB9B0,0xABEEEC69,,0x0,128,0,27461,40,40960,,,,
06/24/17-10:58:57.147073 ,129,15,1,"Reset outside window",TCP,172.16.0.12,8081,10.0.0.1,42159,00:24:81:3D:89:6A,64:D1:54:06:F2:98,0x3C,***A*R**,0xA060B3F9,0xD439CE6A,,0x0,128,0,27475,40,40960,,,,
06/24/17-10:58:57.263742 ,129,15,1,"Reset outside window",TCP,172.16.0.12,8081,10.0.0.1,42160,00:24:81:3D:89:6A,64:D1:54:06:F2:98,0x3C,***A*R**,0xBE735194,0xB721A3F3,,0x0,128,0,27489,40,40960,,,,
06/24/17-10:58:57.357744 ,129,15,1,"Reset outside window",TCP,172.16.0.12,8081,10.0.0.1,42161,00:24:81:3D:89:6A,64:D1:54:06:F2:98,0x3C,***A*R**,0xEADF5560,0x777DE9F6,,0x0,128,0,27503,40,40960,,,,
06/24/17-10:58:57.451654 ,129,15,1,"Reset outside window",TCP,172.16.0.12,8081,10.0.0.1,42162,00:24:81:3D:89:6A,64:D1:54:06:F2:98,0x3C,***A*R**,0x70BC9C10,0x9EE7FB56,,0x0,128,0,27518,40,40960,,,,
06/24/17-10:58:57.553720 ,129,15,1,"Reset outside window",TCP,172.16.0.12,8081,10.0.0.1,42163,00:24:81:3D:89:6A,64:D1:54:06:F2:98,0x3C,***A*R**,0x84A67538,0x72C82EE7,,0x0,128,0,27532,40,40960,,,,
06/24/17-10:58:57.631666 ,129,15,1,"Reset outside window",TCP,172.16.0.12,8081,10.0.0.1,42164,00:24:81:3D:89:6A,64:D1:54:06:F2:98,0x3C,***A*R**,0xDC3579C6,0x9F41B27,,0x0,128,0,27546,40,40960,,,,
